Compound,Source (ICSD ID or reference),A,A Oxidation State,B, B Oxidation State,B',B' Oxidation State,X,X Oxidation State,A Radius,B Radius,B' Radius,X Radius
ABB’2X7,79711,Al,3,K,1,As,5,O,-2,0.535,1.38,0.46,1.4
ABB’2X7,2888,Al,3,K,1,P,5,O,-2,0.535,1.38,0.38,1.4
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",K,1,As,5,As,5,O,-2,1.64,0.46,0.46,1.4
ABB’2X7,165325,Au,3,K,1,P,5,O,-2,0.68,1.38,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",K,1,Ba,2,Ba,2,Br,-1,1.64,1.35,1.35,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",K,1,Ba,2,Ba,2,Cl,-1,1.64,1.35,1.35,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",K,1,Ba,2,Ba,2,F,-1,1.64,1.35,1.35,1.33
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",K,1,Be,2,Be,2,Cl,-1,1.64,0.45,0.45,1.81
ABB’2X7,74019,Bi,3,K,1,P,5,S,-2,1.03,1.38,0.38,1.84
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",K,1,Cd,2,Cd,2,I,-1,1.64,0.95,0.95,2.2
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",K,1,Co,2,Co,2,Br,-1,1.64,0.65,0.65,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",K,1,Co,2,Co,2,I,-1,1.64,0.65,0.65,2.2
AB3X8,15921,K,1,Cr,5,Cr,5,O,-2,1.64,0.49,0.49,1.4
ABB’2X7,84318,Cr,3,K,1,P,5,O,-2,0.615,1.38,0.38,1.4
ABB’2X7,245133,Cr,3,K,1,V,5,O,-2,0.615,1.38,0.54,1.4
ABB’2X7,415671,Er,3,K,1,P,5,S,-2,0.89,1.38,0.38,1.84
AB2X5,41100,K,1,Eu,2,Eu,2,I,-1,1.64,1.17,1.17,2.2
ABB’2X7,160288,Fe,3,K,1,As,5,O,-2,0.645,1.38,0.46,1.4
ABB’2X7,86309,Fe,3,K,1,P,5,O,-2,0.645,1.38,0.38,1.4
ABB’2X7,82391,Ga,3,K,1,As,5,O,-2,0.62,1.38,0.46,1.4
ABB’2X7,86310,Ga,3,K,1,P,5,O,-2,0.62,1.38,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",K,1,Hg,2,Hg,2,I,-1,1.64,1.02,1.02,2.2
ABB’2X7,240260,In,3,K,1,P,5,O,-2,0.8,1.38,0.38,1.4
ABB’2X7,91755,In,3,K,1,P,5,S,-2,0.8,1.38,0.38,1.84
ABB’2X7,160191,Lu,3,K,1,P,5,O,-2,0.861,1.38,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",K,1,Mg,2,Mg,2,I,-1,1.64,0.72,0.72,2.2
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",K,1,Mn,2,Mn,2,I,-1,1.64,0.67,0.67,2.2
ABB’2X7,65656,Mo,3,K,1,P,5,O,-2,0.69,1.38,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",K,1,Ni,2,Ni,2,Cl,-1,1.64,0.69,0.69,1.81
Aragonite,10289,K,1,N,5,N,5,O,-2,1.64,0.13,0.13,1.4
AB2X5,416431,K,1,Pb,2,Pb,2,Cl,-1,1.64,1.19,1.19,1.81
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",K,1,P,5,P,5,O,-2,1.64,0.38,0.38,1.4
ABB’2X7,94908,Pu,3,K,1,P,5,S,-2,1,1.38,0.38,1.84
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",K,1,Sb,5,Sb,5,O,-2,1.64,0.6,0.6,1.4
ABB’2X7,93760,Sm,3,K,1,P,5,S,-2,1.24,1.38,0.38,1.84
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",K,1,Sr,2,Sr,2,Cl,-1,1.64,1.18,1.18,1.81
ABB’2X7,90013,Ti,3,K,1,P,5,O,-2,0.67,1.38,0.38,1.4
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",K,1,V,5,V,5,O,-2,1.64,0.54,0.54,1.4
ABB’2X7,68625,V,3,K,1,P,5,O,-2,0.64,1.38,0.38,1.4
ABB’2X7,91756,V,3,K,1,P,5,S,-2,0.64,1.38,0.38,1.84
ABB’2X7,240717,Yb,3,K,1,P,5,O,-2,0.868,1.38,0.38,1.4
ABB’2X7,75171,Y,3,K,1,P,5,O,-2,0.9,1.38,0.38,1.4
A2B2B’X7,39117,La,3,Be,2,Ge,4,Ge,-2,1.36,0.45,0.53,
A2B2B’X7,97454,La,3,Ca,2,Mn,4,Mn,-2,1.36,1,0.53,
A2BB’X6 – other,160450,La,3,K,1,Nb,5,O,-2,1.36,1.38,0.64,1.4
Aragonite,35535,La,3,B,3,B,3,O,-2,1.36,0.27,0.27,1.4
A2BX4 – other,14360,Li,1,Be,2,Be,2,F,-1,0.76,0.45,0.45,1.33
A2BB’X6 – other,250677,Li,1,Te,4,Mo,6,O,-2,0.76,0.97,0.59,1.4
A2BB’X6 – other,40256,Li,1,Sn,4,Te,6,O,-2,0.76,0.69,0.56,1.4
A2BB’X6 – other,250678,Li,1,Te,4,W,6,O,-2,0.76,0.97,0.6,1.4
Olivine,73223,Li,1,Zn,2,Zn,2,Br,-1,0.76,0.74,0.74,1.96
Spinel,202743,Li,1,Zn,2,Zn,2,Cl,-1,0.76,0.74,0.74,1.81
Olivine,69032,Li,1,Zn,2,Zn,2,I,-1,0.76,0.74,0.74,2.2
A2BB’X6 – other,71488,Li,1,Zr,4,Te,6,O,-2,0.76,0.72,0.56,1.4
ABB’2X7,161498,Al,3,Li,1,As,5,O,-2,0.535,0.76,0.46,1.4
Ilmenite,202862,Li,1,As,5,As,5,O,-2,0.76,0.46,0.46,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Ba,2,Ba,2,Br,-1,0.76,1.35,1.35,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Ba,2,Ba,2,Cl,-1,0.76,1.35,1.35,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Be,2,Be,2,Cl,-1,0.76,0.45,0.45,1.81
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",Li,1,Bi,5,Bi,5,O,-2,0.76,0.76,0.76,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Ca,2,Ca,2,Br,-1,0.76,1,1,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Ca,2,Ca,2,Cl,-1,0.76,1,1,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Ca,2,Ca,2,F,-1,0.76,1,1,1.33
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Co,2,Co,2,Br,-1,0.76,0.65,0.65,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Cr,2,Cr,2,Cl,-1,0.76,0.73,0.73,1.81
ABB’2X7,240965,Cr,3,Li,1,P,5,O,-2,0.615,0.76,0.38,1.4
AB2X5,402192,Li,1,Dy,2,Dy,2,Br,-1,0.76,1.07,1.07,1.96
AB2X5,35763,Li,1,Dy,2,Dy,2,Cl,-1,0.76,1.07,1.07,1.81
ABB’2X7,75180,Fe,3,Li,1,As,5,O,-2,0.645,0.76,0.46,1.4
ABB’2X7,69197,Fe,3,Li,1,P,5,O,-2,0.645,0.76,0.38,1.4
ABB’2X7,161500,Ga,3,Li,1,As,5,O,-2,0.62,0.76,0.46,1.4
ABB’2X7,60935,In,3,Li,1,P,5,O,-2,0.8,0.76,0.38,1.4
ABB’X5,428536,Li,1,K,1,Tm,3,F,-1,0.76,1.38,0.88,1.33
ABB’X5,39668,Li,1,K,1,Y,3,F,-1,0.76,1.38,0.9,1.33
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Mg,2,Mg,2,Br,-1,0.76,0.72,0.72,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Mg,2,Mg,2,Cl,-1,0.76,0.72,0.72,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Mg,2,Mg,2,F,-1,0.76,0.72,0.72,1.33
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Mg,2,Mg,2,I,-1,0.76,0.72,0.72,2.2
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Mn,2,Mn,2,F,-1,0.76,0.67,0.67,1.33
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Mn,2,Mn,2,I,-1,0.76,0.67,0.67,2.2
ABB’2X7,415153,Mn,3,Li,1,P,5,O,-2,0.58,0.76,0.38,1.4
ABB’2X7,68522,Mo,3,Li,1,P,5,O,-2,0.69,0.76,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Ni,2,Ni,2,Cl,-1,0.76,0.69,0.69,1.81
Calcite,33661,Li,1,N,5,N,5,O,-2,0.76,0.13,0.13,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Pb,2,Pb,2,Br,-1,0.76,1.19,1.19,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Pb,2,Pb,2,Cl,-1,0.76,1.19,1.19,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Pb,2,Pb,2,F,-1,0.76,1.19,1.19,1.33
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",Li,1,P,5,P,5,O,-2,0.76,0.38,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Sb,5,Sb,5,O,-2,0.76,0.6,0.6,1.4
ABB’2X7,161499,Sc,3,Li,1,As,5,O,-2,0.745,0.76,0.46,1.4
ABB’2X7,91496,Sc,3,Li,1,P,5,O,-2,0.745,0.76,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Sr,2,Sr,2,Br,-1,0.76,1.18,1.18,1.96
ABB’2X7,166164,Ti,3,Li,1,P,5,O,-2,0.67,0.76,0.38,1.4
AB2X5,201996,Li,1,Tm,2,Tm,2,Cl,-1,0.76,1.03,1.03,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,V,2,V,2,Cl,-1,0.76,0.79,0.79,1.81
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",Li,1,V,5,V,5,O,-2,0.76,0.54,0.54,1.4
ABB’2X7,80551,V,3,Li,1,P,5,O,-2,0.64,0.76,0.38,1.4
A2BB’X6 – other,73868,Li,1,V,5,P,5,O,-2,0.76,0.54,0.38,1.4
AB2X5,87594,Li,1,Yb,2,Yb,2,Cl,-1,0.76,1.02,1.02,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Li,1,Zn,2,Zn,2,F,-1,0.76,0.74,0.74,1.33
A2BB’X6 – other,Prog. In Solid State Chem. 43 1-36 (2015),Lu,3,Cu,2,Ti,4,O,-2,0.861,0.73,0.605,1.4
A2BB’X6 – other,Prog. In Solid State Chem. 43 1-36 (2015),Lu,3,Mn,2,Ti,4,O,-2,0.861,0.67,0.605,1.4
Calcite,16525,Lu,3,B,3,B,3,O,-2,0.861,0.27,0.27,1.4
A2BB’X6 – other,73895,Mg,2,Bi,3,As,5,O,-2,0.72,1.03,0.46,1.4
A2BB’X6 – other,73894,Mg,2,Bi,3,P,5,O,-2,0.72,1.03,0.38,1.4
Spinel,1086,Mg,2,Ge,4,Ge,4,O,-2,0.72,0.53,0.53,1.4
Olivine,23525,Mg,2,Ge,4,Ge,4,S,-2,0.72,0.53,0.53,1.84
Olivine,252050,Mg,2,Ge,4,Ge,4,Se,-2,0.72,0.53,0.53,1.98
A2B3X8,82362,Mg,2,Mo,4,Mo,4,O,-2,0.72,0.65,0.65,1.4
Olivine,642791,Mg,2,Si,4,Si,4,S,-2,0.72,0.4,0.4,1.84
Olivine,642818,Mg,2,Si,4,Si,4,Se,-2,0.72,0.4,0.4,1.98
Olivine,642793,Mg,2,Sn,4,Sn,4,S,-2,0.72,0.69,0.69,1.84
Olivine,642819,Mg,2,Sn,4,Sn,4,Se,-2,0.72,0.69,0.69,1.98
ABB’X5,74773,Mg,2,Al,3,P,5,O,-2,0.72,0.535,0.38,1.4
Calcite,10264,Mg,2,C,4,C,4,O,-2,0.72,0.16,0.16,1.4
AB2X5,402917,Mg,2,Se,4,Se,4,O,-2,0.72,0.5,0.5,1.4
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",Mg,2,SI,4,SI,4,O,-2,0.72,,,1.4
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",Mg,2,Sn,4,Sn,4,O,-2,0.72,0.69,0.69,1.4
AB2X5,4318,Mg,2,Te,4,Te,4,O,-2,0.72,0.97,0.97,1.4
Ilmenite,65794,Mg,2,Ti,4,Ti,4,O,-2,0.72,0.605,0.605,1.4
AB2X5,86102,Mg,2,V,4,V,4,O,-2,0.72,0.58,0.58,1.4
A2BB’X6 – other,429619,Mn,2,Fe,2,W,6,O,-2,0.83,0.61,0.6,1.4
Olivine,23582,Mn,2,Ge,4,Ge,4,S,-2,0.83,0.53,0.53,1.84
A2B3X8,10144,Mn,2,Mo,4,Mo,4,O,-2,0.83,0.65,0.65,1.4
Olivine,26376,Mn,2,Si,4,Si,4,O,-2,0.83,0.4,0.4,1.4
Olivine,24141,Mn,2,Si,4,Si,4,S,-2,0.83,0.4,0.4,1.84
Olivine,80957,Mn,2,Si,4,Si,4,Se,-2,0.83,0.4,0.4,1.98
Olivine,643596,Mn,2,Sn,4,Sn,4,Se,-2,0.83,0.69,0.69,1.98
Olivine,169812,Mn,2,Sn,4,Sn,4,Te,-2,0.83,0.69,0.69,2.21
Calcite,80867,Mn,2,C,4,C,4,O,-2,0.83,0.16,0.16,1.4
Ilmenite,40333,Mn,2,Ge,4,Ge,4,O,-2,0.83,0.53,0.53,1.4
AB2X5,27518,Mn,2,Se,4,Se,4,O,-2,0.83,0.5,0.5,1.4
Ilmenite,29203,Mn,2,Sn,4,Sn,4,O,-2,0.83,0.69,0.69,1.4
AB2X5,15844,Mn,2,Te,4,Te,4,O,-2,0.83,0.97,0.97,1.4
ABB’2X7,59328,Mn,2,Te,4,V,4,O,-2,0.83,0.97,0.58,1.4
Olivine,12101,Na,1,Be,2,Be,2,F,-1,1.39,0.45,0.45,1.33
Olivine,813,Na,1,Co,2,Co,2,Cl,-1,1.39,0.65,0.65,1.81
A2BX4 – other,66201,Na,1,Cr,2,Cr,2,Cl,-1,1.39,0.73,0.73,1.81
A2BB’X6 – other,88789,Na,1,Ge,4,Te,6,O,-2,1.39,0.53,0.56,1.4
A2BB’X6 – other,280157,Na,1,Nb,5,As,5,O,-2,1.39,0.64,0.46,1.4
A2BB’X6 – other,412998,Na,1,Se,4,Mo,6,O,-2,1.39,0.5,0.59,1.4
A2B3X8,401026,Na,1,Ti,2,Ti,2,Cl,-1,1.39,0.86,0.86,1.81
A2BB’X6 – other,24975,Na,1,U,6,Si,4,O,-2,1.39,0.73,0.4,1.4
Olivine,73224,Na,1,Zn,2,Zn,2,Br,-1,1.39,0.74,0.74,1.96
Olivine,814,Na,1,Zn,2,Zn,2,Cl,-1,1.39,0.74,0.74,1.81
ABB’2X7,75142,Al,3,Na,1,As,5,O,-2,0.535,1.02,0.46,1.4
ABB’2X7,400462,Al,3,Na,1,P,5,O,-2,0.535,1.02,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,As,5,As,5,O,-2,1.39,0.46,0.46,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Ba,2,Ba,2,Br,-1,1.39,1.35,1.35,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Ba,2,Ba,2,Cl,-1,1.39,1.35,1.35,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Ba,2,Ba,2,F,-1,1.39,1.35,1.35,1.33
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Be,2,Be,2,Cl,-1,1.39,0.45,0.45,1.81
Ilmenite,27553,Na,1,Bi,5,Bi,5,O,-2,1.39,0.76,0.76,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Ca,2,Ca,2,Br,-1,1.39,1,1,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Ca,2,Ca,2,Cl,-1,1.39,1,1,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Ca,2,Ca,2,F,-1,1.39,1,1,1.33
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Ca,2,Ca,2,I,-1,1.39,1,1,2.2
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Cd,2,Cd,2,Br,-1,1.39,0.95,0.95,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Cd,2,Cd,2,Cl,-1,1.39,0.95,0.95,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Cd,2,Cd,2,F,-1,1.39,0.95,0.95,1.33
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Cd,2,Cd,2,I,-1,1.39,0.95,0.95,2.2
ABB’2X7,154075,Ce,3,Na,1,P,5,O,-2,1.34,1.02,0.38,1.4
ABB’2X7,31291,Cr,3,Na,1,P,5,O,-2,0.615,1.02,0.38,1.4
ABB’2X7,151525,Eu,3,Na,1,P,5,O,-2,0.947,1.02,0.38,1.4
ABB’3X6,23182,Na,1,Fe,3,K,1,Cl,-1,1.39,0.55,1.38,1.81
ABB’2X7,38367,Fe,3,Na,1,P,5,O,-2,0.645,1.02,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Hg,2,Hg,2,I,-1,1.39,1.02,1.02,2.2
ABB’2X7,419049,Ho,3,Na,1,P,5,O,-2,0.901,1.02,0.38,1.4
ABB’2X7,59304,In,3,Na,1,As,5,O,-2,0.8,1.02,0.46,1.4
ABB’2X7,240259,In,3,Na,1,P,5,O,-2,0.8,1.02,0.38,1.4
Pyroxene,261371,Na,1,Ir,5,Ir,5,O,-2,1.39,0.57,0.57,1.4
ABB’2X7,151526,La,3,Na,1,P,5,O,-2,1.36,1.02,0.38,1.4
ABB’2X7,160189,Lu,3,Na,1,P,5,O,-2,0.861,1.02,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Mg,2,Mg,2,Br,-1,1.39,0.72,0.72,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Mg,2,Mg,2,I,-1,1.39,0.72,0.72,2.2
Ilmenite,2552,Na,1,Mn,2,Mn,2,Cl,-1,1.39,0.67,0.67,1.81
ABB’2X7,202644,Mo,3,Na,1,P,5,O,-2,0.69,1.02,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Ni,2,Ni,2,Cl,-1,1.39,0.69,0.69,1.81
Calcite,14185,Na,1,N,5,N,5,O,-2,1.39,0.13,0.13,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Pb,2,Pb,2,Cl,-1,1.39,1.19,1.19,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Pb,2,Pb,2,F,-1,1.39,1.19,1.19,1.33
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",Na,1,P,5,P,5,O,-2,1.39,0.38,0.38,1.4
ABB’2X7,161501,Sc,3,Na,1,As,5,O,-2,0.745,1.02,0.46,1.4
ABB’2X7,260594,Sc,3,Na,1,P,5,O,-2,0.745,1.02,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Sr,2,Sr,2,Br,-1,1.39,1.18,1.18,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Na,1,Sr,2,Sr,2,Cl,-1,1.39,1.18,1.18,1.81
ABB’2X7,202751,Ti,3,Na,1,P,5,O,-2,0.67,1.02,0.38,1.4
ABB’2X7,65696,V,3,Na,1,P,5,O,-2,0.64,1.02,0.38,1.4
ABB’2X7,409801,Yb,3,Na,1,P,5,O,-2,0.868,1.02,0.38,1.4
ABB’2X7,83657,Y,3,Na,1,P,5,O,-2,0.9,1.02,0.38,1.4
A2B2B’X7,73520,Nd,3,Be,2,Si,4,Si,-2,1.27,0.45,0.4,
A2BB’X6 – other,160451,Nd,3,K,1,Nb,5,O,-2,1.27,1.38,0.64,1.4
Aragonite,412407,Nd,3,B,3,B,3,O,-2,1.27,0.27,0.27,1.4
Spinel,69508,Ni,2,Ge,4,Ge,4,O,-2,0.49,0.53,0.53,1.4
A2BB’X6 – other,237874,Ni,3,In,3,Sb,3,O,-2,0.6,0.8,0.76,1.4
A2BB’X6 – other,32583,Ni,2,Nb,5,B,3,O,-2,0.49,0.64,0.27,1.4
A2BB’X6 – other,237878,Ni,3,Sc,3,Sb,3,O,-2,0.6,0.745,0.76,1.4
Spinel,2136,Ni,2,Si,4,Si,4,O,-2,0.49,0.4,0.4,1.4
A2B3X8,50703,Ni,2,Te,4,Te,4,O,-2,0.49,0.97,0.97,1.4
ABB’X5,92916,Ni,2,Bi,3,As,5,O,-2,0.49,1.03,0.46,1.4
Calcite,61064,Ni,2,C,4,C,4,O,-2,0.49,0.16,0.16,1.4
ABB’X5,93581,Ni,2,Fe,3,P,5,O,-2,0.49,0.55,0.38,1.4
Ilmenite,31853,Ni,2,Mn,4,Mn,4,O,-2,0.49,0.53,0.53,1.4
Ilmenite,15988,Ni,2,Ti,4,Ti,4,O,-2,0.49,0.605,0.605,1.4
A2BB’X6 – other,151928,Pb,2,Bi,3,V,5,O,-2,1.49,1.03,0.54,1.4
A2BB’X6 – other,280778,Pb,2,Hg,2,Cr,6,O,-2,1.49,1.02,0.44,1.4
A2B3X8,200372,Pb,2,Te,4,Te,4,O,-2,1.49,0.97,0.97,1.4
ABB’X5,404327,Pb,2,B,3,As,5,O,-2,1.49,0.27,0.46,1.4
ABB’X5,419124,Pb,2,Bi,3,As,5,O,-2,1.49,1.03,0.46,1.4
ABB’X5,419125,Pb,2,Bi,3,P,5,O,-2,1.49,1.03,0.38,1.4
ABB’X5,93598,Pb,2,B,3,P,5,O,-2,1.49,0.27,0.38,1.4
Aragonite,6178,Pb,2,C,4,C,4,O,-2,1.49,0.16,0.16,1.4
AB2X5,79688,Pb,2,Se,4,Se,4,O,-2,1.49,0.5,0.5,1.4
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",Pb,2,Si,4,Si,4,O,-2,1.49,0.4,0.4,1.4
ABB’X3X7,405329,Pb,2,Te,6,Cu,2,O,-2,1.49,0.56,0.73,1.4
AB2X5,648493,Pb,2,U,4,U,4,S,-2,1.49,0.89,0.89,1.84
AB2X5,66862,Pb,2,U,4,U,4,Se,-2,1.49,0.89,0.89,1.98
AB2X5,417900,Pd,2,Se,4,Se,4,O,-2,0.64,0.5,0.5,1.4
Aragonite,421745,Pr,3,B,3,B,3,O,-2,0.99,0.27,0.27,1.4
ABB’2X7,72508,Al,3,Rb,1,As,5,O,-2,0.535,1.52,0.46,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Ba,2,Ba,2,Br,-1,1.72,1.35,1.35,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Be,2,Be,2,Cl,-1,1.72,0.45,0.45,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Be,2,Be,2,F,-1,1.72,0.45,0.45,1.33
BaNiO3 – type,24305,Rb,1,Co,2,Co,2,Cl,-1,1.72,0.65,0.65,1.81
ABB’2X7,710074,Cr,3,Rb,1,P,5,O,-2,0.615,1.52,0.38,1.4
ABB’2X7,245134,Cr,3,Rb,1,V,5,O,-2,0.615,1.52,0.54,1.4
BaNiO3 – type,84212,Rb,1,Cu,2,Cu,2,Cl,-1,1.72,0.73,0.73,1.81
ABB’X5,64662,Rb,1,Cu,2,Pd,2,F,-1,1.72,0.73,0.86,1.33
ABB’2X7,421379,Er,3,Rb,1,P,5,O,-2,0.89,1.52,0.38,1.4
AB2X5,41098,Rb,1,Eu,2,Eu,2,I,-1,1.72,1.17,1.17,2.2
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Eu,2,Eu,2,Cl,-1,1.72,1.17,1.17,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Fe,2,Fe,2,Cl,-1,1.72,0.61,0.61,1.81
ABB’2X7,72722,Fe,3,Rb,1,P,5,O,-2,0.645,1.52,0.38,1.4
ABB’2X7,415930,In,3,Rb,1,As,5,O,-2,0.8,1.52,0.46,1.4
ABB’2X7,240261,In,3,Rb,1,P,5,O,-2,0.8,1.52,0.38,1.4
ABB’2X7,75456,La,3,Rb,1,Nb,5,O,-2,1.36,1.52,0.64,1.4
ABB’2X7,81870,La,3,Rb,1,Ta,5,O,-2,1.36,1.52,0.64,1.4
ABB’2X7,160192,Lu,3,Rb,1,P,5,O,-2,0.861,1.52,0.38,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Mg,2,Mg,2,Cl,-1,1.72,0.72,0.72,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Mg,2,Mg,2,I,-1,1.72,0.72,0.72,2.2
BaNiO3 – type,14077,Rb,1,Mn,2,Mn,2,Br,-1,1.72,0.67,0.67,1.96
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Mn,2,Mn,2,I,-1,1.72,0.67,0.67,2.2
ABB’2X7,247130,Mn,3,Rb,1,P,5,O,-2,0.58,1.52,0.38,1.4
ABB’2X7,65673,Mo,3,Rb,1,P,5,O,-2,0.69,1.52,0.38,1.4
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",Rb,1,Nb,5,Nb,5,O,-2,1.72,0.64,0.64,1.4
BaNiO3 – type,15011,Rb,1,Ni,2,Ni,2,Br,-1,1.72,0.69,0.69,1.96
BaNiO3 – type,15010,Rb,1,Ni,2,Ni,2,Cl,-1,1.72,0.69,0.69,1.81
AB2X5,26663,Rb,1,Pb,2,Pb,2,Br,-1,1.72,1.19,1.19,1.96
ABB’2X7,238794,Pr,3,Rb,1,Nb,5,O,-2,0.99,1.52,0.64,1.4
ABB’2X7,94909,Pu,3,Rb,1,P,5,S,-2,1,1.52,0.38,1.84
ABB’2X7,59821,Sc,3,Rb,1,As,5,O,-2,0.745,1.52,0.46,1.4
A2BB’X6 – other,413000,Rb,1,Se,4,Mo,6,O,-2,1.72,0.5,0.59,1.4
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Sr,2,Sr,2,Cl,-1,1.72,1.18,1.18,1.81
ABX3 – other,"Acta Cryst B 64, 702-707 (2008)",Rb,1,Sr,2,Sr,2,F,-1,1.72,1.18,1.18,1.33
ABX3 – other,"J Alloy and Compounds, 372, 40-48 (2008)",Rb,1,TA,5,TA,5,O,-2,1.72,,,1.4
BaNiO3 – type,154257,Rb,1,Ti,2,Ti,2,Br,-1,1.72,0.86,0.86,1.96
BaNiO3 – type,49747,Rb,1,Ti,2,Ti,2,Cl,-1,1.72,0.86,0.86,1.81
ABB’2X7,69848,Ti,3,Rb,1,P,5,O,-2,0.67,1.52,0.38,1.4
AB3X8,50009,Rb,1,V,5,V,5,O,-2,1.72,0.54,0.54,1.4
